"HOWELL, Matilda Scott",USA
"COOKE, Emma C.",USA
"THOMPSON, William Henry",USA
"BRYANT, George Philipp",USA
"WILLIAMS, Robert",USA
"BRYANT, George Philipp",USA
"BRYANT, Wallace",USA
"DALLIN, Cyrus Edwin",USA
"RICHARDSON, Henry Barber",USA
"MAXSON, Louis W.",USA
"SPENCER, Galen Carter",USA
"THOMPSON, William Henry",USA
"WILLIAMS, Robert",USA
"CLARK, William A.",USA
"DUVALL, Samuel Harding",USA
"HUBBARD, Charles R.",USA
"WOODRUFF, Charles S.",USA
"HOWELL, Matilda Scott",USA
"POLLOCK, Jessie",USA
"TAYLOR, Louise",USA
"WOODRUFF, Laura",USA
"COOKE, Emma C.",USA
"TAYLOR, Mabel",USA
"HOGENSON, William",USA
"HAHN, Archie",USA
"CARTMELL, John Nathaniel",USA
"ASHBURNER, Lesley",USA
"SCHULE, Frederick",USA
"SHIDELER, Thaddeus",USA
"HEARN, Lacey",USA
"LIGHTBODY, James",USA
"VERNER, William Frank",USA
"HOGENSON, William",USA
"HAHN, Archie",USA
"CARTMELL, John Nathaniel",USA
"POAGE, George",USA
"HILLMAN, Harry",USA
"CASTLEMAN, Frank",USA
"NEWTON, Arthur",USA
"LIGHTBODY, James",USA
"DALY, John",GBR
"GROMAN, Herman",USA
"HILLMAN, Harry",USA
"WALLER, Frank",USA
"POAGE, George",USA
"HILLMAN, Harry",USA
"WALLER, Frank",USA
"MUNSON, David Curtis",USA
"NEWTON, Arthur",USA
"PILGRIM, Paul Harry",USA
"UNDERWOOD, George",USA
"VALENTINE, Howard",USA
"CORAY, Albert",ZZX
"HATCH, Sidney",ZZX
"HEARN, Lacey",ZZX
"LIGHTBODY, James",ZZX
"VERNER, William Frank",ZZX
"MITCHELL, James",USA
"DESMARTEAU, Etienne",CAN
"FLANAGAN, John Jesus",USA
"MOULTON, Fay",USA
"HAHN, Archie",USA
"HOGENSON, William",USA
"BREITKREUTZ, Emil",USA
"LIGHTBODY, James",USA
"VALENTINE, Howard",USA
"HARE, Thomas Truxton",USA
"KIELY, Thomas Francis",GBR
"GUNN, Adam",USA
"GEORGANDAS, Nicolaos",GRE
"SHERIDAN, Martin",USA
"ROSE, Ralph",USA
"ROSE, Ralph",USA
"FLANAGAN, John Jesus",USA
"DEWITT, John",USA
"WEINSTEIN, Paul",GER
"JONES, Samuel",USA
"SERVISS, Garrett",USA
"ROBERTSON, Lawson N.",USA
"EWRY, Ray",USA
"STADLER, Joseph F.",USA
"STANGLAND, Robert",USA
"PRINSTEIN, Meyer",USA
"FRANK, Daniel",USA
"BILLER, John",USA
"EWRY, Ray",USA
"KING, Charles",USA
"NEWTON, Arthur",USA
"HICKS, Thomas",USA
"CORAY, Albert",USA
"WILKINS, Louis",USA
"DVORAK, Charles",USA
"SAMSE, Leroy",USA
"FEUERBACH, Lawrence E. Joseph",USA
"ROSE, Ralph",USA
"COE, William Wesley",USA
"MERZ, William",USA
"EMMERICH, Max",USA
"GRIEB, John",USA
"STANGLAND, Robert",USA
"PRINSTEIN, Meyer",USA
"ENGLEHARDT, Frederick",USA
"STADLER, Joseph F.",USA
"EWRY, Ray",USA
"KING, Charles",USA
"FINNEGAN, George",USA
"BURKE, Miles",USA
"MICHAELS, William",USA
"BERGER, Samuel",USA
"MAYER, Charles",USA
"KIRK, Oliver L.",USA
"FINNEGAN, George",USA
"GILMORE, Frederick",USA
"KIRK, Oliver L.",USA
"HALLER, Frank",USA
"VAN HORN, Russell",USA
"SPANGER, Harry J.",USA
"EAGAN, James Jack",USA
"EAGAN, James Jack",USA
"LYDON, Joseph",USA
"YOUNG, Albert",USA
